,항공사,편명,출발지,도착지,요일,출발시간,도착시간,운행기간,?,시간,날짜
0,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-21
1,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-22
2,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-15
3,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-23
4,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-16
5,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-24
6,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-17
7,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-25
8,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-18
9,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-26
10,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-19
11,아시아나항공,OZ8900,제주,서울/김포,월 화 수 목 금 토 일,06:30,07:40,2019-03-31 ~ 2019-10-26,06:30,06시,2019-10-20
12,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-21
13,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-22
14,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-15
15,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-23
16,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-16
17,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-24
18,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-17
19,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-25
20,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-18
21,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-26
22,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-19
23,아시아나항공,OZ8902,제주,서울/김포,월 화 수 목 금 토 일,06:40,07:50,2019-03-31 ~ 2019-10-26,06:40,06시,2019-10-20
24,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-22
25,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-15
26,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-23
27,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-16
28,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-25
29,대한항공,KE1200,제주,서울/김포,  화 수   금    ,06:40,07:50,2019-09-03 ~ 2019-10-25,06:40,06시,2019-10-18
30,대한항공,KE1200,제주,서울/김포,          토 일,06:40,07:50,2019-08-31 ~ 2019-10-26,06:40,06시,2019-10-26
31,대한항공,KE1200,제주,서울/김포,          토 일,06:40,07:50,2019-08-31 ~ 2019-10-26,06:40,06시,2019-10-19
32,대한항공,KE1200,제주,서울/김포,          토 일,06:40,07:50,2019-08-31 ~ 2019-10-26,06:40,06시,2019-10-20
33,제주항공,7C684,제주,무안,    수     토  ,06:55,07:45,2019-08-21 ~ 2019-10-26,06:55,06시,2019-10-23
34,제주항공,7C684,제주,무안,    수     토  ,06:55,07:45,2019-08-21 ~ 2019-10-26,06:55,06시,2019-10-16
35,제주항공,7C684,제주,무안,    수     토  ,06:55,07:45,2019-08-21 ~ 2019-10-26,06:55,06시,2019-10-26
36,제주항공,7C684,제주,무안,    수     토  ,06:55,07:45,2019-08-21 ~ 2019-10-26,06:55,06시,2019-10-19
37,대한항공,KE1202,제주,서울/김포,        금   일,07:00,08:10,2019-08-09 ~ 2019-10-25,07:00,07시,2019-10-25
38,대한항공,KE1202,제주,서울/김포,        금   일,07:00,08:10,2019-08-09 ~ 2019-10-25,07:00,07시,2019-10-18
39,대한항공,KE1202,제주,서울/김포,        금   일,07:00,08:10,2019-08-09 ~ 2019-10-25,07:00,07시,2019-10-20
40,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-21
41,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-22
42,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-15
43,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-23
44,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-16
45,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-24
46,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-17
47,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-26
48,대한항공,KE1202,제주,서울/김포,월 화 수 목   토  ,07:00,08:10,2019-08-05 ~ 2019-10-26,07:00,07시,2019-10-19
49,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-21
50,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-22
51,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-15
52,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-23
53,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-16
54,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-24
55,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-17
56,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-25
57,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-18
58,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-26
59,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-19
60,진에어,LJ302,제주,서울/김포,월 화 수 목 금 토 일,07:05,08:10,2019-09-01 ~ 2019-10-26,07:05,07시,2019-10-20
61,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-23
62,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-16
63,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-24
64,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-17
65,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-25
66,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-18
67,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-26
68,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-19
69,대한항공,KE1802,제주,대구,    수 목 금 토 일,07:35,08:40,2019-06-05 ~ 2019-10-26,07:35,07시,2019-10-20
70,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-21
71,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-23
72,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-16
73,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-24
74,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-17
75,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-25
76,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-18
77,제주항공,7C140,제주,서울/김포,월   수 목 금   일,07:40,08:50,2019-05-25 ~ 2019-10-26,07:40,07시,2019-10-20
78,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-21
79,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-22
80,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-15
81,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-23
82,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-16
83,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-24
84,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-17
85,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-25
86,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-18
87,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-26
88,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-19
89,제주항공,7C852,제주,청주,월 화 수 목 금 토 일,07:55,09:05,2019-10-13 ~ 2019-10-26,07:55,07시,2019-10-20
90,진에어,LJ304,제주,서울/김포,          토  ,07:55,09:15,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-26
91,진에어,LJ304,제주,서울/김포,          토  ,07:55,09:15,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-19
92,티웨이항공,TW702,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-04-01 ~ 2019-10-27,07:55,07시,2019-10-27
93,티웨이항공,TW702,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-04-01 ~ 2019-10-27,07:55,07시,2019-10-28
94,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-21
95,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-22
96,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-15
97,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-23
98,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-16
99,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-24
100,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-17
101,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-25
102,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-18
103,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-26
104,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-19
105,아시아나항공,OZ8904,제주,서울/김포,월 화 수 목 금 토 일,07:55,09:05,2019-03-31 ~ 2019-10-26,07:55,07시,2019-10-20
106,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-21
107,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-22
108,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-15
109,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-23
110,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-16
111,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-24
112,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-17
113,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-25
114,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-18
115,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-26
116,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-19
117,이스타항공,ZE702,제주,청주,월 화 수 목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-20
118,티웨이항공,TW802,제주,대구,    수        ,08:00,08:55,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-23
119,티웨이항공,TW802,제주,대구,    수        ,08:00,08:55,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-16
120,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-21
121,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-23
122,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-16
123,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-24
124,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-17
125,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-25
126,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-18
127,진에어,LJ304,제주,서울/김포,월   수 목 금   일,08:00,09:15,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-20
128,제주항공,7C522,제주,부산/김해,  화       토  ,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-22
129,제주항공,7C522,제주,부산/김해,  화       토  ,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-15
130,제주항공,7C522,제주,부산/김해,  화       토  ,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-26
131,제주항공,7C522,제주,부산/김해,  화       토  ,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-19
132,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-21
133,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-22
134,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-15
135,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-24
136,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-17
137,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-25
138,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-18
139,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-26
140,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-19
141,아시아나항공,OZ8120,제주,대구,월 화   목 금 토 일,08:00,09:00,2019-03-31 ~ 2019-10-26,08:00,08시,2019-10-20
142,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-21
143,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-22
144,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-15
145,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-23
146,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-16
147,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-24
148,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-17
149,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-25
150,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-18
151,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-26
152,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-19
153,티웨이항공,TW902,제주,광주,월 화 수 목 금 토 일,08:05,08:55,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-20
154,진에어,LJ304,제주,서울/김포,  화          ,08:05,09:15,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-22
155,진에어,LJ304,제주,서울/김포,  화          ,08:05,09:15,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-15
156,아시아나항공,OZ8120,제주,대구,    수        ,08:05,09:05,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-23
157,아시아나항공,OZ8120,제주,대구,    수        ,08:05,09:05,2019-03-31 ~ 2019-10-26,08:05,08시,2019-10-16
158,대한항공,KE1206,제주,서울/김포,          토 일,08:10,09:20,2019-04-06 ~ 2019-10-26,08:10,08시,2019-10-26
159,대한항공,KE1206,제주,서울/김포,          토 일,08:10,09:20,2019-04-06 ~ 2019-10-26,08:10,08시,2019-10-19
160,대한항공,KE1206,제주,서울/김포,          토 일,08:10,09:20,2019-04-06 ~ 2019-10-26,08:10,08시,2019-10-20
161,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-21
162,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-22
163,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-15
164,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-23
165,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-16
166,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-24
167,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-17
168,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-25
169,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-18
170,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-26
171,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-19
172,이스타항공,ZE202,제주,서울/김포,월 화 수 목 금 토 일,08:10,09:15,2019-03-31 ~ 2019-10-26,08:10,08시,2019-10-20
173,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-21
174,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-22
175,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-15
176,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-23
177,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-16
178,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-24
179,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-17
180,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-25
181,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-18
182,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-26
183,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-19
184,진에어,LJ306,제주,서울/김포,월 화 수 목 금 토 일,08:15,09:30,2019-06-10 ~ 2019-10-26,08:15,08시,2019-10-20
185,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-21
186,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-22
187,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-15
188,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-23
189,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-16
190,아시아나항공,OZ8906,제주,서울/김포,월 화 수 목 금 토 일,08:20,09:30,2019-03-31 ~ 2019-10-26,08:20,08시,2019-10-24
