,항공사,편명,출발지,도착지,요일,출발시간,도착시간,운행기간,?,시간,날짜
594,제주항공,7C106,제주,서울/김포,        금 토 일,10:35,11:45,2019-03-31 ~ 2019-10-26,10:35,10시,2019-10-25
595,제주항공,7C106,제주,서울/김포,        금 토 일,10:35,11:45,2019-03-31 ~ 2019-10-26,10:35,10시,2019-10-18
596,제주항공,7C106,제주,서울/김포,        금 토 일,10:35,11:45,2019-03-31 ~ 2019-10-26,10:35,10시,2019-10-26
597,제주항공,7C106,제주,서울/김포,        금 토 일,10:35,11:45,2019-03-31 ~ 2019-10-26,10:35,10시,2019-10-19
598,제주항공,7C106,제주,서울/김포,        금 토 일,10:35,11:45,2019-03-31 ~ 2019-10-26,10:35,10시,2019-10-20
599,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-21
600,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-23
601,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-16
602,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-24
603,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-17
604,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-26
605,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-19
606,에어부산,BX8300,제주,울산,월   수 목   토 일,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-20
607,에어부산,BX8104,제주,부산/김해,  화          ,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-22
608,에어부산,BX8104,제주,부산/김해,  화          ,10:40,11:40,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-15
609,에어부산,BX8104,제주,부산/김해,        금    ,10:40,11:30,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-25
610,에어부산,BX8104,제주,부산/김해,        금    ,10:40,11:30,2019-03-31 ~ 2019-10-26,10:40,10시,2019-10-18
611,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-21
612,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-22
613,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-15
614,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-23
615,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-16
616,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-24
617,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-17
618,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-25
619,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-18
620,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-26
621,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-19
622,제주항공,7C504,제주,부산/김해,월 화 수 목 금 토 일,10:45,11:45,2019-03-31 ~ 2019-10-26,10:45,10시,2019-10-20
623,대한항공,KE1214,제주,서울/김포,        금   일,10:45,11:55,2019-03-31 ~ 2019-10-25,10:45,10시,2019-10-25
624,대한항공,KE1214,제주,서울/김포,        금   일,10:45,11:55,2019-03-31 ~ 2019-10-25,10:45,10시,2019-10-18
625,대한항공,KE1214,제주,서울/김포,        금   일,10:45,11:55,2019-03-31 ~ 2019-10-25,10:45,10시,2019-10-20
626,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-21
627,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-22
628,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-15
629,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-23
630,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-16
631,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-24
632,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-17
633,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-25
634,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-18
635,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-26
636,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-19
637,제주항공,7C108,제주,서울/김포,월 화 수 목 금 토 일,10:50,12:00,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-20
638,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-21
639,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-22
640,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-15
641,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-23
642,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-16
643,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-24
644,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-17
645,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-25
646,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-18
647,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-26
648,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-19
649,티웨이항공,TW904,제주,광주,월 화 수 목 금 토 일,10:50,11:40,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-20
650,에어부산,BX8300,제주,울산,  화          ,10:50,11:50,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-22
651,에어부산,BX8300,제주,울산,  화          ,10:50,11:50,2019-03-31 ~ 2019-10-26,10:50,10시,2019-10-15
652,아시아나항공,OZ8406,제주,서울/김포,            일,10:55,12:05,2019-04-28 ~ 2019-10-26,10:55,10시,2019-10-20
653,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-22
654,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-15
655,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-24
656,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-17
657,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-26
658,티웨이항공,TW812,제주,대구,  화   목   토  ,11:00,12:00,2019-09-01 ~ 2019-10-26,11:00,11시,2019-10-19
659,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-21
660,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-22
661,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-15
662,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-23
663,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-16
664,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-24
665,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-17
666,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-25
667,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-18
668,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-26
669,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-19
670,티웨이항공,TW710,제주,서울/김포,월 화 수 목 금 토 일,11:05,12:15,2019-03-31 ~ 2019-10-26,11:05,11시,2019-10-20
671,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-21
672,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-22
673,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-15
674,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-23
675,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-16
676,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-24
677,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-17
678,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-25
679,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-18
680,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-26
681,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-19
682,진에어,LJ584,제주,청주,월 화 수 목 금 토 일,11:10,12:10,2019-09-17 ~ 2019-10-26,11:10,11시,2019-10-20
683,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-21
684,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-22
685,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-15
686,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-23
687,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-16
688,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-24
689,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-17
690,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-25
691,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-18
692,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-26
693,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-19
694,대한항공,KE1216,제주,서울/김포,월 화 수 목 금 토 일,11:10,12:20,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-20
695,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-21
696,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-22
697,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-15
698,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-23
699,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-16
700,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-24
701,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-17
702,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-25
703,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-18
704,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-26
705,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-19
706,아시아나항공,OZ8142,제주,광주,월 화 수 목 금 토 일,11:10,12:05,2019-03-31 ~ 2019-10-26,11:10,11시,2019-10-20
707,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-22
708,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-15
709,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-23
710,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-16
711,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-25
712,대한항공,KE1852,제주,횡성/원주,  화 수   금    ,11:15,12:25,2019-05-17 ~ 2019-10-25,11:15,11시,2019-10-18
713,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-21
714,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-24
715,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-17
716,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-26
717,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-19
718,대한항공,KE1852,제주,횡성/원주,월     목   토 일,11:15,12:25,2019-05-18 ~ 2019-10-26,11:15,11시,2019-10-20
719,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-21
720,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-23
721,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-16
722,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-24
723,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-17
724,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-25
725,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-18
726,제주항공,7C142,제주,서울/김포,월   수 목 금   일,11:15,12:25,2019-05-25 ~ 2019-10-26,11:15,11시,2019-10-20
727,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-21
728,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-22
729,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-15
730,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-23
731,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-16
732,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-24
733,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-17
734,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-25
735,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-18
736,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-26
737,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-19
738,아시아나항공,OZ8232,제주,청주,월 화 수 목 금 토 일,11:20,12:25,2019-03-31 ~ 2019-10-26,11:20,11시,2019-10-20
739,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-21
740,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-22
741,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-15
742,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-23
743,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-16
744,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-24
745,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-17
746,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-25
747,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-18
748,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-26
749,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-19
750,이스타항공,ZE210,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-20
751,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-21
752,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-22
753,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-15
754,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-23
755,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-16
756,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-24
757,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-17
758,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-25
759,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-18
760,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-26
761,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-19
762,티웨이항공,TW712,제주,서울/김포,월 화 수 목 금 토 일,11:35,12:45,2019-03-31 ~ 2019-10-26,11:35,11시,2019-10-20
763,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-21
764,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-22
765,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-15
766,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-23
767,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-16
768,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-24
769,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-17
770,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-25
771,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-18
772,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-26
773,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-19
774,대한항공,KE1842,제주,포항,월 화 수 목 금 토 일,11:35,12:40,2019-09-16 ~ 2019-10-26,11:35,11시,2019-10-20
775,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-21
776,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-22
777,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-15
778,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-23
779,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-16
780,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-24
781,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-17
782,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-25
783,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-18
784,제주항공,7C112,제주,서울/김포,월 화 수 목 금 토 일,11:40,12:50,2019-03-31 ~ 2019-10-26,11:40,11시,2019-10-26
